时间,比赛名称,下注选项,当前价格,池子大小,模拟投入($),预计利润($),链接
2025-12-02, 6:00:49 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:00:49 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:00:49 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:00:49 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:00:49 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:00:49 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:00:49 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:01:35 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:01:35 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:01:35 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:01:35 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:01:35 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:01:35 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:01:35 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:02:21 a.m.,"Bitcoin above ___ on December 2?","No",0.963,330299.814666,100,3.70,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:02:21 a.m.,"Bitcoin above ___ on December 2?","No",0.963,330299.814666,100,3.70,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:02:21 a.m.,"Bitcoin above ___ on December 2?","No",0.963,330299.814666,100,3.70,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:02:21 a.m.,"Bitcoin above ___ on December 2?","No",0.963,330299.814666,100,3.70,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:02:21 a.m.,"Bitcoin above ___ on December 2?","No",0.963,330299.814666,100,3.70,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:02:21 a.m.,"Bitcoin above ___ on December 2?","No",0.963,330299.814666,100,3.70,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:02:21 a.m.,"Bitcoin above ___ on December 2?","No",0.963,330299.814666,100,3.70,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:02:36 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:02:36 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:02:36 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:02:36 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:02:36 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:02:36 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:02:36 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:02:59 a.m.,"Bitcoin price on December 2?","No",0.976,67761.863792,100,2.40,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:02:59 a.m.,"Bitcoin price on December 2?","No",0.976,67761.863792,100,2.40,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:02:59 a.m.,"Bitcoin price on December 2?","No",0.976,67761.863792,100,2.40,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:02:59 a.m.,"Bitcoin price on December 2?","No",0.976,67761.863792,100,2.40,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:02:59 a.m.,"Bitcoin price on December 2?","No",0.976,67761.863792,100,2.40,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:02:59 a.m.,"Bitcoin price on December 2?","No",0.976,67761.863792,100,2.40,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:02:59 a.m.,"Bitcoin price on December 2?","No",0.976,67761.863792,100,2.40,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:03:33 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:03:33 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:03:33 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:03:33 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:03:33 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:03:33 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:03:33 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.98,42628.233615,100,2.00,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.978,42628.233615,100,2.20,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.978,42628.233615,100,2.20,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.978,42628.233615,100,2.20,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.978,42628.233615,100,2.20,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.978,42628.233615,100,2.20,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.978,42628.233615,100,2.20,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:03:45 a.m.,"Ethereum price on December 2?","No",0.978,42628.233615,100,2.20,https://polymarket.com/event/ethereum-price-on-december-2
2025-12-02, 6:04:14 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:04:14 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:04:14 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:04:14 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:04:14 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:04:14 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:04:14 a.m.,"Bitcoin price on December 2?","No",0.978,67761.863792,100,2.20,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:06:22 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:06:22 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:06:22 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:06:22 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:06:22 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:06:22 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:06:22 a.m.,"Bitcoin above ___ on December 2?","No",0.97,330299.814666,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:07:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.974,115275.156094,100,2.60,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:07:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.974,115275.156094,100,2.60,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:07:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.974,115275.156094,100,2.60,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:07:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.974,115275.156094,100,2.60,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:07:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.974,115275.156094,100,2.60,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:08:00 a.m.,"Ethereum above ___ on December 2?","Yes",0.974,115275.156094,100,2.60,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:08:00 a.m.,"Ethereum above ___ on December 2?","Yes",0.974,115275.156094,100,2.60,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:08:13 a.m.,"Ethereum above ___ on December 2?","Yes",0.973,115275.156094,100,2.70,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:08:13 a.m.,"Ethereum above ___ on December 2?","Yes",0.973,115275.156094,100,2.70,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:08:13 a.m.,"Ethereum above ___ on December 2?","Yes",0.973,115275.156094,100,2.70,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:08:13 a.m.,"Ethereum above ___ on December 2?","Yes",0.973,115275.156094,100,2.70,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:08:13 a.m.,"Ethereum above ___ on December 2?","Yes",0.973,115275.156094,100,2.70,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:08:13 a.m.,"Ethereum above ___ on December 2?","Yes",0.973,115275.156094,100,2.70,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:08:13 a.m.,"Ethereum above ___ on December 2?","Yes",0.973,115275.156094,100,2.70,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:08:16 a.m.,"Bitcoin above ___ on December 2?","No",0.965,330299.814666,100,3.50,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:08:16 a.m.,"Bitcoin above ___ on December 2?","No",0.965,330299.814666,100,3.50,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:08:16 a.m.,"Bitcoin above ___ on December 2?","No",0.965,330299.814666,100,3.50,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:08:16 a.m.,"Bitcoin above ___ on December 2?","No",0.965,330299.814666,100,3.50,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:08:16 a.m.,"Bitcoin above ___ on December 2?","No",0.965,330299.814666,100,3.50,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:08:16 a.m.,"Bitcoin above ___ on December 2?","No",0.965,330299.814666,100,3.50,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:08:16 a.m.,"Bitcoin above ___ on December 2?","No",0.965,330299.814666,100,3.50,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:09:07 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:09:07 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:09:07 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:09:07 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:09:07 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:09:07 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:09:07 a.m.,"Bitcoin above ___ on December 2?","No",0.967,330299.814666,100,3.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:10:04 a.m.,"Bitcoin price on December 2?","No",0.98,26610.274096,100,2.00,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:10:04 a.m.,"Bitcoin price on December 2?","No",0.98,26610.274096,100,2.00,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:10:04 a.m.,"Bitcoin price on December 2?","No",0.98,26610.274096,100,2.00,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:10:04 a.m.,"Bitcoin price on December 2?","No",0.98,26610.274096,100,2.00,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:10:04 a.m.,"Bitcoin price on December 2?","No",0.98,26610.274096,100,2.00,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:10:04 a.m.,"Bitcoin price on December 2?","No",0.98,26610.274096,100,2.00,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:10:04 a.m.,"Bitcoin price on December 2?","No",0.98,26610.274096,100,2.00,https://polymarket.com/event/bitcoin-price-on-december-2
2025-12-02, 6:11:57 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:11:57 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:11:57 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:11:57 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:11:57 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:11:57 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:11:57 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:11:57 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:12:43 a.m.,"Ethereum above ___ on December 2?","Yes",0.971,115502.819421,100,2.90,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:12:43 a.m.,"Ethereum above ___ on December 2?","Yes",0.971,115502.819421,100,2.90,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:12:43 a.m.,"Ethereum above ___ on December 2?","Yes",0.971,115502.819421,100,2.90,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:12:43 a.m.,"Ethereum above ___ on December 2?","Yes",0.971,115502.819421,100,2.90,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:12:43 a.m.,"Ethereum above ___ on December 2?","Yes",0.971,115502.819421,100,2.90,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:12:43 a.m.,"Ethereum above ___ on December 2?","Yes",0.971,115502.819421,100,2.90,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:12:43 a.m.,"Ethereum above ___ on December 2?","Yes",0.971,115502.819421,100,2.90,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:12:43 a.m.,"Ethereum above ___ on December 2?","Yes",0.971,115502.819421,100,2.90,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 6:13:03 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:13:03 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:13:03 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:13:03 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:13:03 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:13:03 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:13:03 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:13:03 a.m.,"Bitcoin above ___ on December 2?","No",0.968,334519.641816,100,3.20,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:15:23 a.m.,"Bitcoin above ___ on December 2?","No",0.97,334519.641816,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:15:23 a.m.,"Bitcoin above ___ on December 2?","No",0.97,334519.641816,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:15:23 a.m.,"Bitcoin above ___ on December 2?","No",0.97,334519.641816,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:15:23 a.m.,"Bitcoin above ___ on December 2?","No",0.97,334519.641816,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:15:23 a.m.,"Bitcoin above ___ on December 2?","No",0.97,334519.641816,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:15:23 a.m.,"Bitcoin above ___ on December 2?","No",0.97,334519.641816,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:15:23 a.m.,"Bitcoin above ___ on December 2?","No",0.97,334519.641816,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:15:23 a.m.,"Bitcoin above ___ on December 2?","No",0.97,334519.641816,100,3.00,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:28:25 a.m.,"Bitcoin above ___ on December 2?","No",0.974,334519.641816,100,2.60,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:28:25 a.m.,"Bitcoin above ___ on December 2?","No",0.974,334519.641816,100,2.60,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:28:25 a.m.,"Bitcoin above ___ on December 2?","No",0.974,334519.641816,100,2.60,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:28:25 a.m.,"Bitcoin above ___ on December 2?","No",0.974,334519.641816,100,2.60,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:28:25 a.m.,"Bitcoin above ___ on December 2?","No",0.974,334519.641816,100,2.60,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:28:25 a.m.,"Bitcoin above ___ on December 2?","No",0.974,334519.641816,100,2.60,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:28:25 a.m.,"Bitcoin above ___ on December 2?","No",0.974,334519.641816,100,2.60,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:28:25 a.m.,"Bitcoin above ___ on December 2?","No",0.974,334519.641816,100,2.60,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:31:52 a.m.,"Bitcoin above ___ on December 2?","No",0.975,334519.641816,100,2.50,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:31:52 a.m.,"Bitcoin above ___ on December 2?","No",0.975,334519.641816,100,2.50,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 6:31:52 a.m.,"Bitcoin above ___ on December 2?","No",0.975,334519.641816,100,2.50,https://polymarket.com/event/bitcoin-above-on-december-2
